state,value,timestamp
restored_48_full,0.038517814412801554,2026-06-06T13:47:03.821861
restored_48_full,0.7985088757073453,2026-06-06T13:47:03.821861
restored_48_full,0.3180472045827578,2026-06-06T13:47:03.821861
restored_48_full,0.651002434071378,2026-06-06T13:47:03.821861
restored_48_full,0.08691226895240367,2026-06-06T13:47:03.821861
restored_48_full,0.8495325732992083,2026-06-06T13:47:03.821861
restored_48_full,0.09475780200164774,2026-06-06T13:47:03.821861
restored_48_full,0.8659357712296601,2026-06-06T13:47:03.821861
restored_48_full,0.8262845413640986,2026-06-06T13:47:03.821861
restored_48_full,0.8103282304170802,2026-06-06T13:47:03.821861
