state,value,timestamp
restored_48_full,0.7055718131701278,2026-06-06T13:47:03.811706
restored_48_full,0.2885907460162962,2026-06-06T13:47:03.811706
restored_48_full,0.886106944946885,2026-06-06T13:47:03.811706
restored_48_full,0.2972888765937952,2026-06-06T13:47:03.811706
restored_48_full,0.7087771087376908,2026-06-06T13:47:03.811706
restored_48_full,0.984068457228506,2026-06-06T13:47:03.811706
restored_48_full,0.8283910028946423,2026-06-06T13:47:03.811706
restored_48_full,0.6652119264107019,2026-06-06T13:47:03.811706
restored_48_full,0.8911771149146516,2026-06-06T13:47:03.811706
restored_48_full,0.37033882602035306,2026-06-06T13:47:03.811706
