state,value,timestamp
restored_48_full,0.6113757227934641,2026-06-06T13:47:03.826352
restored_48_full,0.07171602749884887,2026-06-06T13:47:03.826352
restored_48_full,0.3497096411645957,2026-06-06T13:47:03.826352
restored_48_full,0.7931011128523907,2026-06-06T13:47:03.826352
restored_48_full,0.8369261380233199,2026-06-06T13:47:03.826352
restored_48_full,0.3550899720928419,2026-06-06T13:47:03.826352
restored_48_full,0.8654456614408018,2026-06-06T13:47:03.826352
restored_48_full,0.1958464831285921,2026-06-06T13:47:03.826352
restored_48_full,0.01995560487678938,2026-06-06T13:47:03.826352
restored_48_full,0.8605227354389957,2026-06-06T13:47:03.826352
