state,value,timestamp
restored_48_full,0.7521967592995182,2026-06-06T13:47:03.827299
restored_48_full,0.07105397674689773,2026-06-06T13:47:03.827299
restored_48_full,0.6891520509408234,2026-06-06T13:47:03.827299
restored_48_full,0.6755435075327413,2026-06-06T13:47:03.827299
restored_48_full,0.8132760126360284,2026-06-06T13:47:03.827299
restored_48_full,0.2183410281752356,2026-06-06T13:47:03.827299
restored_48_full,0.3138839195008414,2026-06-06T13:47:03.827299
restored_48_full,0.2562973197657823,2026-06-06T13:47:03.827299
restored_48_full,0.8172118064584758,2026-06-06T13:47:03.827299
restored_48_full,0.521111615374232,2026-06-06T13:47:03.827299
