AI_WEIGHT,LEGAL_WEIGHT,PQC_WEIGHT,RES_WEIGHT
0.3318957953758594,0.12439456223634447,0.056989149214326795,0.48672049317346927
0.24913247284716894,0.25641001750973863,0.00723542501614384,0.48722208462694866
0.3843088009387773,0.05729353466079103,0.10261364512073161,0.4557840192797002
0.05204382801542593,0.43201713314072865,0.3802987710633169,0.1356402677805286
0.004676615457393991,0.3280730320492646,0.25920006412637975,0.40805028836696167
0.07852562491408493,0.061193960279167146,0.08382362502996285,0.7764567897767851
0.28439757701523644,0.16694005053899255,0.08142285718426387,0.46723951526150714
0.4425113791167305,0.39375831595356126,0.11534273215021765,0.04838757277949047
0.14955226598868976,0.49202642817045533,0.22946979923117644,0.12895150660967855
0.015989212129796346,0.27061836994440164,0.10869110323962033,0.6047013146861817
0.01147048775173465,0.345621838213511,0.5569726999482173,0.08593497408653698
0.1482907267922276,0.20789648618939474,0.49213723233515794,0.1516755546832196
0.07866393815387994,0.09530451775565987,0.21513575472038082,0.6108957893700795
0.10466258832711679,0.09972502464360124,0.0009702520416891084,0.7946421349875928
0.07168122099370229,0.07167150629811937,0.7231822362534197,0.13346503645475874
0.27706803265830404,0.2491497690927444,0.26466679503399276,0.20911540321495883
0.09141544818124614,0.17560080653453414,0.0479923484188246,0.684991396865395
0.6184384178688341,0.17775098014820426,0.15659606550179922,0.04721453648116227
0.29920963423555136,0.0649255037259339,0.3126278302655085,0.3232370317730062
0.4816752787004342,0.27699618789903463,0.13960202969961133,0.10172650370092
0.5866021199937043,0.13307619454169647,0.2365107399297486,0.04381094553485046
0.00018685800785091613,0.3823047164718608,0.18927411065269056,0.42823431486759767
0.10570811748117288,0.3158554218014759,0.11010913431297338,0.4683273264043779
0.02545003128178163,0.7554538342252757,0.022630431414050182,0.19646570307889255
0.2391735843009473,0.09138300317794155,0.521617311784357,0.14782610073675406
0.31014443805557923,0.36461363328502716,0.05056327455687354,0.27467865410252
0.023273142359896203,0.4114492721178472,0.13174339332253637,0.4335341921997203
0.21462124963007545,0.6000954907880585,0.15559278644668997,0.029690473135176237
0.1335477845482539,0.27377249762127676,0.13721292952829653,0.45546678830217296
0.08481737184855478,0.04434114525046869,0.3637777732290237,0.5070637096719528
0.22791536772093487,0.2635595383838095,0.2324509155943631,0.27607417830089237
0.21915475355285594,0.009929523873265594,0.3941818738624452,0.37673384871143323
0.42297659200768606,0.12240583920019046,0.41982634653552375,0.034791222256599634
0.5124901679516491,0.040910970628543354,0.19132924381483815,0.2552696176049694
0.5417528546155789,0.08574680775836194,0.10512974507455053,0.2673705925515087
0.20428013037514522,0.06884661613955292,0.5545649069258944,0.17230834655940735
0.464319824094704,0.23884795777260476,0.17992061428961903,0.11691160384307221
0.22164891029943534,0.04730396406450606,0.022584564291415154,0.7084625613446435
0.4720735011758184,0.19223115950633,0.161871967597645,0.1738233717202065
0.3510852565183344,0.18860789650340637,0.05915156150430384,0.40115528547395546
0.3238555592608747,0.2724942033079276,0.29063823880961137,0.11301199862158623
0.11102971457331408,0.12818770976378166,0.4552211124313608,0.3055614632315436
0.015256948446284424,0.39029438194584226,0.13201841897134212,0.4624302506365313
0.10339552055551318,0.23180192476726783,0.5175189171645388,0.14728363751268028
0.4538711293350115,0.030195527638186823,0.37738109913208606,0.1385522438947157
0.13761002939284916,0.10783447329858353,0.5895824648443155,0.1649730324642516
0.20217401327139944,0.06289851797722197,0.17427143963519026,0.5606560291161883
0.14814573216815044,0.037159781441157454,0.32509379058162774,0.4896006958090643
0.07439806151980037,0.42225606179760233,0.1736201142748629,0.3297257624077343
0.03387655663287519,0.011887554068765455,0.018379356360264602,0.9358565329380947
0.07044809019823037,0.6200288698006687,0.20890988526479035,0.10061315473631062
0.07870887372909995,0.13402801379345175,0.44656424719895055,0.34069886527849774
0.5639850222735968,0.09426723392609085,0.298958617916023,0.04278912588428916
0.5424441034077793,0.20042323136940343,0.060559375057272144,0.19657329016554506
0.018900717648590706,0.13277342679078474,0.3317721523162052,0.5165537032444193
0.23882350967216537,0.15202651443087872,0.5230640669177942,0.08608590897916167
0.06381486894118227,0.6580226563323727,0.005683169840326717,0.2724793048861183
