state,value,timestamp
restored_48_full,0.2595112816624938,2026-06-06T13:47:03.820098
restored_48_full,0.5830584753442991,2026-06-06T13:47:03.820098
restored_48_full,0.9280597222185895,2026-06-06T13:47:03.820098
restored_48_full,0.4243394973198048,2026-06-06T13:47:03.820098
restored_48_full,0.25486882337488215,2026-06-06T13:47:03.820098
restored_48_full,0.35800150200551684,2026-06-06T13:47:03.820098
restored_48_full,0.3598114344055946,2026-06-06T13:47:03.820098
restored_48_full,0.5753123116019873,2026-06-06T13:47:03.820098
restored_48_full,0.14884053528478292,2026-06-06T13:47:03.820098
restored_48_full,0.2914101891079426,2026-06-06T13:47:03.820098
