CORE_STABLE,FRAGILE_TRANSITIONAL,HIGH_VOLATILE,STABLE_MEDIUM
0.26687732487748905,0.5513442559326762,0.15523112071841944,0.026547298471415157
0.30743908442156936,0.0555299854782382,0.3674186171139489,0.2696123129862436
0.5190754592968714,0.005379310266245259,0.11544865247306582,0.36009657796381744
0.5675468896561127,0.0913620696686074,0.10428068562366657,0.23681035505161338
0.45041135542228494,0.1727769763503604,0.2573675266617664,0.11944414156558816
0.8427357114235486,0.034883185118162165,0.11585788533757033,0.00652321812071888
0.12083641538605489,0.7307047151286276,0.10824332039777917,0.04021554908753857
0.26914463175922476,0.0041917660101164905,0.03705747754286266,0.689606124687796
0.21027298528333177,0.35139057322458767,0.27460163582045566,0.1637348056716248
0.010636783911128826,0.3022043984795348,0.36957892124148367,0.3175798963678526
0.17152778652952289,0.06403227034489943,0.45075630758741864,0.31368363553815914
0.8563033234118619,0.03668084664514969,0.05543138591413196,0.05158444402885648
0.18740987717216484,0.024654514789548873,0.008220018093948352,0.779715589944338
0.006090939236849722,0.4370703188202179,0.11020935645741403,0.4466293854855183
0.14082988567531293,0.4037802628862005,0.45379846326753537,0.0015913881709511508
0.02139440514135278,0.07862823142214259,0.301947138997491,0.5980302244390135
0.18155137010997863,0.27520300740505377,0.06155182270724511,0.4816937997777225
0.7591053109748921,0.0694026286103612,0.15151136403848814,0.019980696376258572
0.36283829727267075,0.3095477061878343,0.06910810132974655,0.25850589520974854
0.19991284620219102,0.36272897883311617,0.4331635480367477,0.004194626927945183
0.4486624371636536,0.39130092862036314,0.14298793138639132,0.017048702829592054
0.2716439047733568,0.5998004042610077,0.053052291163444114,0.07550339980219141
0.12148316474285369,0.5145136636718639,0.1006206729012372,0.2633824986840454
0.39162767419383115,0.26935035828119336,0.16022204181216068,0.1787999257128147
0.2712631806216302,0.001932172790461489,0.02685835451679135,0.699946292071117
0.019537794576357497,0.29565263893569343,0.6087470530817626,0.07606251340618647
0.07364315195372453,0.1338937022856602,0.3396582492617452,0.4528048964988701
0.4382040007401743,0.02950999190778483,0.3602648724453834,0.1720211349066575
0.2584370010756784,0.02047230642046923,0.08613181989750125,0.6349588726063511
0.17924855278779728,0.10636883315676787,0.14354416800629355,0.5708384460491412
0.6534038721099396,0.15026347457694103,0.05908604950388547,0.13724660380923387
0.49942562532626394,0.17163926825108766,0.15019922929067353,0.17873587713197497
0.15364007622371706,0.5547616899640475,0.2497473274235768,0.0418509063886587
0.034252344083126725,0.1907896398130753,0.6835746174194473,0.09138339868435065
0.5355765422982972,0.3798052884552897,0.0748839231059373,0.009734246140475833
0.05119952189214246,0.62144349803287,0.10616483621453253,0.22119214386045488
0.2647574626396742,0.49134760280994916,0.04567671023332119,0.19821822431705546
0.19895123317678554,0.23330179299173984,0.5112885152852644,0.05645845854621015
0.34050472106655233,0.24370926175608618,0.16755797652634802,0.24822804065101342
0.21076406768096093,0.059119099584449,0.4349404053244485,0.29517642741014166
0.21740447493623438,0.08792557773927509,0.5059806644493534,0.188689282875137
0.024262879716133508,0.16238836888317076,0.38377821050429034,0.4295705408964054
0.18081769014321047,0.5965595825928636,0.08254503871845975,0.1400776885454662
0.29835920844331615,0.2953848273648725,0.15089026203925435,0.25536570215255694
0.03470861061639475,0.7476267856190475,0.1443304139626596,0.07333418980189842
0.1835545320892551,0.36309370496233273,0.1940634249863673,0.25928833796204503
0.0751822562296039,0.18211001789394113,0.4403555126394148,0.3023522132370402
0.0780975959757111,0.251711901855212,0.410843210279651,0.25934729188942585
0.1947001823554057,0.6583685205336763,0.079551688379501,0.067379608731417
0.17516955664016076,0.6810164512590715,0.11682363080275489,0.026990361298012876
0.04160025471425333,0.5765072391233538,0.29589325759896007,0.0859992485634329
0.2802781752039646,0.2593666136436753,0.3685209697586182,0.09183424139374198
0.55982818631449,0.1037101013779612,0.33190701115420085,0.004554701153347866
0.26502271205664407,0.24635355959721283,0.44569982814872067,0.042923900197422225
0.34217873367989665,0.05383171636357093,0.24770628122690966,0.3562832687296228
0.22308092693721596,0.3650572793512276,0.2931041398547469,0.11875765385680942
0.3922375327528585,0.08275821355755378,0.20072301493023006,0.3242812387593577
0.15095901131450123,0.11428773911930666,0.1948892870876184,0.5398639624785737
0.3872143285587677,0.11473647582265303,0.15778081980335765,0.34026837581522174
0.031083220201848942,0.07911614943382221,0.36973952068035426,0.5200611096839747
0.6173218745761091,0.1702143083972106,0.02970130465401952,0.18276251237266086
0.12118536568091433,0.15900168819844948,0.6835332129495223,0.036279733171114
0.5300582198466778,0.16827154243186887,0.2733468790428919,0.028323358678561353
0.07606468131325958,0.0173714063462635,0.6022435292815971,0.3043203830588797
0.15383888888497044,0.06325718271936182,0.677303707892055,0.10560022050361274
0.04516951140249531,0.21312688885317854,0.7407160279540373,0.0009875717902890228
0.08076002537088904,0.8278342720515581,0.055717811534719504,0.03568789104283331
0.09720426330509326,0.22785645227069914,0.07463910069391716,0.6003001837302905
0.17028825670122522,0.011528103186445867,0.7396833705869877,0.07850026952534102
0.2106833371477393,0.5074801683706157,0.22561172116771958,0.05622477331392525
0.00043831469787123273,0.1830945823701143,0.5560080589839549,0.26045904394805963
0.8945975311090686,0.04235628002016509,0.04123835676340239,0.021807832107363843
0.040260532423732544,0.07542752936195518,0.3536816018709694,0.5306303363433429
0.5693073925787637,0.04075761594147791,0.3285884983585321,0.06134649312122626
0.035729410095133536,0.6088900611618331,0.3016654030245676,0.05371512571846585
0.1978705098506011,0.11926524557118366,0.4701153891338488,0.21274885544436645
0.7973971089674696,0.009898027183260091,0.07709640521839532,0.11560845863087486
0.15671550543089235,0.08507654915567145,0.2927402279284959,0.46546771748494015
0.3917222311207142,0.22940228203761664,0.2666850824477211,0.1121904043939481
0.5828457503545583,0.12059743344633385,0.16947761540954723,0.12707920078956056
0.13690529039084354,0.07308235363595722,0.7084736983575466,0.08153865761565282
0.10043794348443066,0.728316154183925,0.05722596707901072,0.11401993525263376
0.08126770695973039,0.20483535014001975,0.1863176741259697,0.5275792687742802
0.5005340128400448,0.20678484716118437,0.1510924007175754,0.14158873928119542
0.4734816320198783,0.017025602900659687,0.004108442953865167,0.5053843221255969
0.17278116377815708,0.03737652021385769,0.07157394278683449,0.7182683732211508
0.42733650961701425,0.2693776819107666,0.14332198203721255,0.1599638264350066
0.41177516690921023,0.37569961952039044,0.02698785180636482,0.18553736176403457
0.10430213088896678,0.11403785254517196,0.535176050873051,0.24648396569281034
0.44702684255006725,0.015540602431536264,0.11943770186677083,0.41799485315162554
0.595556385955678,0.04324060686988576,0.1160108769579368,0.24519213021649935
0.0277317750006476,0.5498515783943054,0.39324287868629987,0.029173767918747217
0.045547952582502285,0.031486679930601044,0.8470664047863062,0.07589896270059032
0.2536535367586255,0.28070297194294697,0.43056996573409945,0.03507352556432806
0.037551011007745154,0.39144685862793277,0.3490504993902037,0.22195163097411832
0.011349683765207574,0.22941609772096855,0.5727874313335967,0.18644678718022709
0.4087517505311965,0.17089460862687536,0.012691500987943326,0.40766213985398503
0.7246508485666138,0.018524918854572383,0.1740458454997917,0.08277838707902217
0.10549977502833983,0.04187030261714714,0.1824549000287627,0.6701750223257504
0.322366253409223,0.03989968439574003,0.44603533583228006,0.19169872636275698
0.6603118390846591,0.19438995978842238,0.0730147917253895,0.07228340940152896
0.42306014595479285,0.08918295139507759,0.42115383867944417,0.06660306397068536
0.059105487127365325,0.09538594927447959,0.4367515616609912,0.4087570019371639
0.14948974207819407,0.28605853218942867,0.10436755468366195,0.46008417104871524
0.1016807295223183,0.3805565290486762,0.43806644638318387,0.07969629504582167
0.14745431757694402,0.49364490817097884,0.3581026649575474,0.0007981092945296992
0.27220215672046844,0.3865452607097185,0.18417047323452942,0.15708210933528377
0.026975553269923225,0.7221073108128314,0.21326098203997207,0.0376561538772734
0.05903782817104682,0.3639444182742474,0.42869328797279604,0.14832446558190973
0.11174206023156077,0.7913870495186999,0.04649547592406243,0.05037541432567692
0.1006469456081268,0.055308926315103694,0.13910932514963548,0.7049348029271341
0.22425625484243128,0.1246222174176254,0.6394610524487739,0.011660475291169481
0.11421904288651119,0.40373510952489516,0.4625178456718002,0.019528001916793457
0.1365773106953501,0.2772849074808655,0.3170358646081621,0.2691019172156223
0.32765289902039413,0.08323885031610664,0.4722598636262991,0.11684838703720009
0.5432135265536281,0.11874011988627571,0.07029192220655195,0.2677544313535442
0.1450680664732883,0.07813138192410535,0.35182981111933503,0.4249707404832713
0.3247288481246398,0.013974025217014146,0.24270125349935692,0.4185958731589891
0.0571512724517472,0.10110562478408816,0.8338276567629289,0.007915446001235666
0.5295885589930853,0.24333869530565616,0.2243734389116677,0.0026993067895908435
0.420847236980458,0.10967447478033442,0.19135760265108007,0.27812068558812747
0.21640785341667468,0.5572881476319917,0.13523566950319177,0.09106832944814186
0.669509883974026,0.2238889363392463,0.07714104846846176,0.02946013121826579
0.46044351144308504,0.11200568917011741,0.26903983589086433,0.15851096349593308
0.12760422652219858,0.5295681756456126,0.03601479966377429,0.3068127981684146
