ISO3,country,AI_INDEX,LEGAL_WGI_SCORE,PQC,RES_INDEX,AI_OBSERVED,LEGAL_OBSERVED,PQC_OBSERVED,RES_OBSERVED,AI_IMPUTED,LEGAL_IMPUTED,PQC_IMPUTED,RES_IMPUTED,CONFIDENCE_SCORE,CONFIDENCE_TIER,AI_NORM,LEGAL_NORM,PQC_NORM,RES_NORM,QSSI_SCORE,QSSI_RANK,QSSI_TIER,AI_INDEX_N,LEGAL_WGI_SCORE_N,PQC_N,RES_INDEX_N,CONFIDENCE_SCORE_N,AI_NORM_N,LEGAL_NORM_N,PQC_NORM_N,RES_NORM_N,QSSI_SCORE_N,QSSI_RANK_N,CAPABILITY_TRUE,RVI,RANK_FLIP_PROB,STABILITY_SCORE,UNCERTAINTY,SOVEREIGN_STATE_SCORE,REGIME_CLUSTER,REGIME_LABEL,ATTRACTOR_STRENGTH,SOVEREIGN_POTENTIAL,ATTRACTOR_TYPE,FLOW_CAPABILITY,FLOW_STABILITY,FLOW_UNCERTAINTY,FLOW_MAGNITUDE,FLOW_REGIME,POTENTIAL_U,GRAD_CAPABILITY,GRAD_STABILITY,GRAD_UNCERTAINTY,POTENTIAL_BASIN
EST,Estonia,0.8512163435893891,0.8336284625831961,0.9823704333050128,0.4236893502131618,True,True,True,True,False,False,False,False,1.0,A,0.8512163435893891,0.85975975182495,0.9823704333050128,0.46395924662477184,0.7888992734242529,12,Gold,0.8512163427381727,0.8597597509163025,0.9823704323226423,0.4639592460270428,0.9999999980000001,0.8512163427381727,0.8597597509651902,0.9823704323226423,0.4639592461608126,0.8506446465103985,0.05670103092754278,0.7474506563299019,0.4579149856948281,0.3712,0.6333725267043193,0.8291149856948281,0.7629958134265173,2,FRAGILE / TRANSITIONAL SYSTEMS,0.301786472962079,0.4557688492290321,CHAOTIC REGION,0.012520384952373509,0.0025345959272110585,-0.0024758079150277723,0.013012065197422354,UPWARD STABILITY GAIN FLOW,0.2720608625578986,-0.0006913398917820871,0.0021860758039779307,-0.0028828539986896127,WEAK FIELD ZONE
MYS,Malaysia,0.694076623688973,0.6343759533959803,0.7256796941376381,0.3700095659368269,True,True,True,True,False,False,False,False,1.0,A,0.694076623688973,0.6491773311756703,0.7256796941376381,0.3948023779853557,0.6181789713725745,45,Silver,0.6940766229948964,0.6491773304895795,0.7256796934119584,0.394802377476723,0.9999999980000001,0.6940766229948964,0.649177330526493,0.7256796934119584,0.3948023775905533,0.6404542835230279,0.2268041237101711,0.6177027685572962,0.10349893572893666,0.1384,0.6910896610922681,0.24189893572893667,0.7583140296885269,1,FRAGILE / TRANSITIONAL SYSTEMS,0.07564260626024182,0.0911169789233522,TRANSITIONAL FIELD,0.05083299776602157,0.005303480718861109,-0.0018364192936211887,0.05114189090596543,UPWARD STABILITY GAIN FLOW,0.08018277004370003,-0.0728174712517693,-0.01726350602996396,0.008473674269042593,WEAK FIELD ZONE
ISL,Iceland,0.7126327491624229,0.8667066751187339,0.7875955819881053,0.4998310502301324,True,True,True,True,False,False,False,False,1.0,A,0.7126327491624229,0.8947188602191133,0.7875955819881053,0.56205430451376,0.7301460684180159,25,Gold,0.7126327484497901,0.8947188592735188,0.7875955812005097,0.5620543037896528,0.9999999980000001,0.7126327484497901,0.8947188593243943,0.7875955812005097,0.5620543039517056,0.7783078632542739,0.12371134020554789,0.7105474715545176,0.2583377040674085,0.4173,0.6449210431196651,0.6756377040674085,0.754392774791071,2,FRAGILE / TRANSITIONAL SYSTEMS,0.2443368642039512,0.3652812184035642,CHAOTIC REGION,0.023132492016682327,-0.0015241386207513474,0.0021287464290634106,0.02328017926899163,UNCERTAINTY EXPANSION FLOW,0.2989219388810251,-0.027423237573539705,0.01099910694735362,-0.011535998468797196,WEAK FIELD ZONE
FRA,France,0.947399817300537,0.7571854095710073,0.9027187765505524,0.441822938333823,True,True,True,True,False,False,False,False,1.0,A,0.947399817300537,0.7789699880684354,0.9027187765505524,0.48732115443658675,0.787523925550633,13,Gold,0.9473998163531371,0.7789699872451715,0.9027187756478335,0.48732115380876,0.9999999980000001,0.9473998163531371,0.7789699872894654,0.9027187756478335,0.48732115394926556,0.8489513220181387,0.061855670102773944,0.740329677855956,0.39951785879449286,0.4336,0.6330952625304146,0.8331178587944928,0.7507071986014895,2,FRAGILE / TRANSITIONAL SYSTEMS,0.3026876951382856,0.4613966104997613,CHAOTIC REGION,-0.0003537462108731404,0.0027511310421587387,-0.0026381912547499553,0.003828042775293358,MIXED TRANSITION FLOW,0.2884554651280065,-0.012705294763656375,-0.00019850144990603744,-0.0001935759819710244,WEAK FIELD ZONE
GRC,Greece,0.713970911747825,0.5675206587019025,0.8584324553950722,0.4584474136236569,True,True,True,True,False,False,False,False,1.0,A,0.713970911747825,0.5785205055862281,0.8584324553950722,0.5087388383806913,0.6716881980855339,36,Silver,0.713970911033854,0.5785205049748118,0.8584324545366396,0.5087388377252717,0.9999999980000001,0.713970911033854,0.5785205050077076,0.8584324545366396,0.5087388378719525,0.7063346952303939,0.18041237113309067,0.6550974982803833,0.14616714986928434,0.2933,0.667011983280657,0.43946714986928437,0.7465751580957862,1,FRAGILE / TRANSITIONAL SYSTEMS,0.15589102489518147,0.22109611900279472,TRANSITIONAL FIELD,0.015225133877497465,-0.03482102441122481,0.026345923935199217,0.046243011911359516,UNCERTAINTY EXPANSION FLOW,0.17006415587748838,-0.02090296941284986,0.04989662787916771,-0.03856270590835081,WEAK FIELD ZONE
SAU,Saudi Arabia,0.8473691074935811,0.6354236916438878,0.7875955819881053,0.4748710573334173,True,True,True,True,False,False,False,False,1.0,A,0.8473691074935811,0.6502846459962024,0.7875955819881053,0.5298977865010772,0.7136410035696105,28,Gold,0.8473691066462119,0.6502846453089411,0.7875955812005097,0.5298977858183981,0.9999999980000001,0.8473691066462119,0.6502846453459177,0.7875955812005097,0.5298977859711794,0.7579868731322775,0.13917525773124137,0.6843142151819454,0.1982867937570191,0.3895,0.6524458076781514,0.5877867937570191,0.7422556219505142,2,FRAGILE / TRANSITIONAL SYSTEMS,0.21089900079120932,0.31463585360865276,TRANSITIONAL FIELD,-0.005611030871457645,-0.014193236054548752,0.01376113278750779,0.02054994872830624,UNCERTAINTY EXPANSION FLOW,0.2669198208390628,-0.009108564851537252,0.002380303498202766,-0.003590725188873286,WEAK FIELD ZONE
NOR,Norway,0.890230870661846,0.9247920136946012,0.796516567544605,0.7897549500073996,True,True,True,True,False,False,False,False,1.0,A,0.890230870661846,0.956107051772808,0.796516567544605,0.9355697595891448,0.891312253336553,2,Platinum,0.8902308697716151,0.9561070507623347,0.7965165667480884,0.9355697583838293,0.9999999980000001,0.8902308697716151,0.9561070508167009,0.7965165667480884,0.935569758653575,0.9767352236924166,0.005154639175231162,0.8307943956839541,1.16275024286795,0.1651,0.6057735865364192,1.32785024286795,0.741945818632883,2,HIGH CAPABILITY VOLATILE POWERS,0.05089544655669113,0.7546017013821698,VOLATILE HIGH-ENERGY NODE,-0.08587059370458716,0.07280254484740337,-0.10511731540018765,0.15402473631329155,MIXED TRANSITION FLOW,0.023599189567025818,0.11859011325332076,-0.07841809145372307,0.11581469704557978,HIGH CAPABILITY WELL
LTU,Lithuania,0.774994360523512,0.7764022725384304,0.9646346644010196,0.3767825358870458,True,True,True,True,False,False,False,False,1.0,A,0.774994360523512,0.7992795617720376,0.9646346644010196,0.40352814690303185,0.734394923337474,24,Gold,0.7749943597485176,0.7992795609273095,0.9646346634363849,0.40352814638315754,0.9999999980000001,0.7749943597485176,0.799279560972758,0.9646346634363849,0.4035281464995037,0.7835390416616976,0.11855670103031672,0.7079062910767772,0.34725959532981215,0.4007,0.6392465840262693,0.7479595953298122,0.7272133444254283,2,FRAGILE / TRANSITIONAL SYSTEMS,0.2549442764689058,0.41631557953572884,CHAOTIC REGION,0.034890705854700776,0.026623167825854055,-0.026433590535979434,0.05123367182573062,UPWARD STABILITY GAIN FLOW,0.3491983954458653,-0.03819261960017961,-0.013368689468158243,0.01249258091509988,WEAK FIELD ZONE
LVA,Latvia,0.6839439135939636,0.7128040076102724,0.8672472387425658,0.3520303797343967,True,True,True,True,False,False,False,False,1.0,A,0.6839439135939636,0.7320649674249117,0.8672472387425658,0.3716393896237721,0.6613178246547559,37,Silver,0.6839439129100195,0.73206496665122,0.8672472378753185,0.37163938914498074,0.9999999980000001,0.6839439129100195,0.7320649666928466,0.8672472378753185,0.37163938925213263,0.6935667201885621,0.18556701030832182,0.6535386128917037,0.1968748027311501,0.3126,0.6598177316469706,0.5094748027311501,0.7204934822474842,2,FRAGILE / TRANSITIONAL SYSTEMS,0.18552841210362467,0.2718233330456148,TRANSITIONAL FIELD,0.0013138540178091462,0.015715401543363816,-0.011235540818265888,0.019363301255937583,UPWARD STABILITY GAIN FLOW,0.21918085208573168,-0.02353299824646371,-0.011976669932126427,0.008471021405974144,WEAK FIELD ZONE
RWA,Rwanda,0.5764678672268,0.5707738424204216,0.6460280373831776,0.4160237011195762,True,True,True,True,False,False,False,False,1.0,A,0.5764678672268,0.5819586720869014,0.6460280373831776,0.45408341916853767,0.564359958723349,58,Silver,0.5764678666503321,0.5819586714718513,0.6460280367371495,0.45408341858353185,0.9999999980000001,0.5764678666503321,0.5819586715049427,0.6460280367371495,0.45408341871445423,0.5741924642290446,0.2938144329881762,0.5804620802060876,0.060374094893084165,0.146,0.6961286928052658,0.20637409489308417,0.7136656770322646,1,STABLE MEDIUM SYSTEMS,0.059399593063077065,0.07945123731560409,TRANSITIONAL FIELD,0.04831940883425623,-0.009731448925800579,0.0060250385637998505,0.049656494620369036,UNCERTAINTY EXPANSION FLOW,0.0582119948475093,-0.07147939290768537,0.027166022602906164,-0.015960767679132147,WEAK FIELD ZONE
FIN,Finland,0.8135522384731969,0.9584398153347,0.9734494477485132,0.43820065135753,True,True,True,True,False,False,False,False,1.0,A,0.8135522384731969,0.991668137290889,0.9734494477485132,0.4826544809770922,0.8064252811815382,10,Gold,0.8135522376596446,0.9916681362428326,0.9734494467750636,0.48265448035527764,0.9999999980000001,0.8135522376596446,0.9916681362992208,0.9734494467750636,0.48265448049443765,0.8722226187137755,0.046391752577080454,0.7673875428683672,0.6349105013663668,0.503,0.6148502275725675,1.1379105013663668,0.6997600037081725,2,HIGH CAPABILITY VOLATILE POWERS,0.1292592148137462,0.6551500467801149,VOLATILE HIGH-ENERGY NODE,-0.0003825452526577955,0.029270268880023126,-0.03663237776224537,0.04689164191724396,MIXED TRANSITION FLOW,0.16649779720947053,0.02539501214728479,-0.03493117202836812,0.04547945674847518,HIGH CAPABILITY WELL
GBR,"United Kingdom of Great
Britain and Northern Ireland",0.9240477396822298,0.8121727144061772,0.8053313508920986,0.3746771689064801,True,True,True,True,False,False,False,False,1.0,A,0.9240477396822298,0.8370839852492189,0.8053313508920986,0.4008157554566874,0.7461678955417093,22,Gold,0.9240477387581819,0.8370839843645367,0.8053313500867672,0.4008157549403075,0.9999999980000001,0.9240477387581819,0.8370839844121348,0.8053313500867672,0.40081575505587164,0.7980338924281832,0.1082474226798544,0.7128035426882533,0.37948666155214605,0.4938,0.6303738877508727,0.8732866615521461,0.6955460638534572,2,FRAGILE / TRANSITIONAL SYSTEMS,0.266082378500679,0.49991680202725586,CHAOTIC REGION,0.03241191712321867,0.0057713824785995405,-0.00624107548242725,0.03350809231355966,UPWARD STABILITY GAIN FLOW,0.3681140151575784,-0.03452171419657731,-0.015932337965672616,0.017570164940931443,WEAK FIELD ZONE
CZE,Czechia,0.7541098835777815,0.7569119935642942,1.0,0.3450915684313845,True,True,True,True,False,False,False,False,1.0,A,0.7541098835777815,0.7786810250597748,1.0,0.3626999635760474,0.7226441609793013,26,Gold,0.7541098828236715,0.7786810242368163,0.9999999989999999,0.3626999631087729,0.9999999980000001,0.7541098828236715,0.7786810242810936,0.9999999989999999,0.3626999632133474,0.7690715355961624,0.12886597938077904,0.6989926592240286,0.4216502910624806,0.5152,0.6262826832369236,0.9368502910624805,0.6545407561356938,2,FRAGILE / TRANSITIONAL SYSTEMS,0.27338518107750576,0.5485377855340497,CHAOTIC REGION,-0.026094226461961467,-0.006738480270663261,0.009379693725329097,0.028535844571121884,UNCERTAINTY EXPANSION FLOW,0.4081925132352825,0.039280553058671765,0.007100759549022377,-0.0096912002934841,TRANSITION SLOPE REGION
CHL,Chile,0.6894589715685118,0.698529211303743,0.8584324553950722,0.3056448142298205,True,True,True,True,False,False,False,False,1.0,A,0.6894589715685118,0.7169784765557808,0.8584324553950722,0.3118798264360484,0.6428114572394898,40,Silver,0.6894589708790527,0.7169784757980334,0.8584324545366396,0.3118798260342467,0.9999999980000001,0.6894589708790527,0.7169784758388023,0.8584324545366396,0.31187982612416854,0.6707817318898949,0.20103092783401533,0.6386647374864133,0.27486943057129115,0.3798,0.6466509590701046,0.6546694305712912,0.649713771770752,2,FRAGILE / TRANSITIONAL SYSTEMS,0.27013063922440406,0.37998571469739334,CHAOTIC REGION,-0.04080360552926332,-0.02435522058522127,0.023644477356087046,0.053077041207899175,UNCERTAINTY EXPANSION FLOW,0.3805418554438,0.021166969808912157,0.011989700482992305,-0.012214693447786418,WEAK FIELD ZONE
BHR,Bahrain,0.6466986177833073,0.6083831998322443,0.6017417162276976,0.4328446736044962,True,True,True,True,False,False,False,False,1.0,A,0.6466986177833073,0.6217065756648891,0.6017417162276976,0.4757542548510813,0.5877248932376646,49,Silver,0.6466986171366086,0.621706575007831,0.6017417156259558,0.4757542542381565,0.9999999980000001,0.6466986171366086,0.6217065750431825,0.6017417156259558,0.47575425437532703,0.6029593068817334,0.24742268041109577,0.5947440281347687,0.12012369922469307,0.3501,0.6637763268689825,0.4702236992246931,0.6425560647472969,1,STABLE MEDIUM SYSTEMS,0.17066906714508817,0.2677594220245881,TRANSITIONAL FIELD,0.05028824534682563,0.017854730532535057,-0.01261615742186295,0.05483490175558991,UPWARD STABILITY GAIN FLOW,0.2065383289597477,-0.04176464892229586,0.0088270813459852,-0.009354878735268746,WEAK FIELD ZONE
URY,Uruguay,0.6743093254595549,0.7147129937076987,0.8141461342395921,0.3008470431696006,True,True,True,True,False,False,False,False,1.0,A,0.6743093254595549,0.7340825024362482,0.8141461342395921,0.30569875049756157,0.6290705193094046,44,Silver,0.6743093247852455,0.7340825016604242,0.814146133425446,0.305698750103723,0.9999999980000001,0.6743093247852455,0.7340825017021656,0.814146133425446,0.30569875019186277,0.6538639271730472,0.22164948453493996,0.630180620889777,0.27263292763785985,0.4286,0.6428622672932337,0.7012329276378598,0.6215933478333493,2,FRAGILE / TRANSITIONAL SYSTEMS,0.3082588784408358,0.4157439679463398,CHAOTIC REGION,-0.026489871216957783,0.008228968370290357,-0.007638600054773015,0.02877112108220717,MIXED TRANSITION FLOW,0.45193696831093616,0.03887499028065988,-0.006249239790181882,0.005764819600716564,TRANSITION SLOPE REGION
NZL,New Zealand,0.7427354269507555,0.9170317897565512,0.6460280373831776,0.4102926180501374,True,True,True,True,False,False,False,False,1.0,A,0.7427354269507555,0.9479055653859058,0.6460280373831776,0.4466999364601414,0.6855837346232376,34,Silver,0.7427354262080199,0.9479055643841003,0.6460280367371495,0.44669993588464785,0.9999999980000001,0.7427354262080199,0.9479055644380001,0.6460280367371495,0.44669993601344143,0.7234428413247002,0.17010309278262833,0.6782076235198051,0.3344738553981016,0.6699,0.622202889643931,1.0043738553981016,0.601709310488918,2,FRAGILE / TRANSITIONAL SYSTEMS,0.3457724384571372,0.6024065847045177,CHAOTIC REGION,-0.007651913379022268,0.007334072142261228,-0.008766931055947058,0.013754979923201675,MIXED TRANSITION FLOW,0.4613963879577787,0.018067479212994897,-0.01047432999352497,0.01299179117070918,TRANSITION SLOPE REGION
PAN,Panama,0.3780987882333529,0.4550758091891383,0.5751911639762107,0.3411463829258876,True,True,True,True,False,False,False,False,1.0,A,0.3780987882333529,0.4596818084148246,0.5751911639762107,0.35761729270767617,0.43856811232394255,101,Bronze,0.3780987878552541,0.4596818079290043,0.5751911634010195,0.3576172922469498,0.9999999980000001,0.3780987878552541,0.45968180795514274,0.5751911634010195,0.35761729235005885,0.41931789138802933,0.5154639175231162,0.4978145372640771,0.05005848272101004,0.1349,0.6992883669640725,0.18495848272101004,0.5935221486357977,1,STABLE MEDIUM SYSTEMS,0.04254930360726234,0.09681085489318421,TRANSITIONAL FIELD,0.14220263594967714,-0.058595745193344206,0.03416433451571102,0.15755079428140353,UNCERTAINTY EXPANSION FLOW,0.03175716735993482,-0.08133417096026958,0.07968403806040092,-0.046387259542498525,WEAK FIELD ZONE
POL,Poland,0.8372766592295362,0.651838110314837,0.9380841121495328,0.3102924411351294,True,True,True,True,False,False,False,False,1.0,A,0.8372766592295362,0.6676324226007692,0.9380841121495328,0.31786746829617346,0.6986973774004412,31,Silver,0.8372766583922595,0.6676324218951738,0.9380841112114486,0.31786746788665765,0.9999999980000001,0.8372766583922595,0.6676324219331367,0.9380841112114486,0.31786746797830595,0.73958832198694,0.15463917525693485,0.6741771649222332,0.4135773011309438,0.6009,0.621614518108923,1.0144773011309438,0.5923944305676659,2,FRAGILE / TRANSITIONAL SYSTEMS,0.3484964096380883,0.610819263273109,CHAOTIC REGION,-0.0065268496713432045,0.009340368860153353,-0.011722121535295948,0.01634779466363229,MIXED TRANSITION FLOW,0.4729878626048897,0.011267606431276445,-0.01553454877135844,0.019779659240950303,TRANSITION SLOPE REGION
IND,India,0.7804532642756392,0.4908191446875781,0.7610450297366185,0.5379361059928162,True,True,True,True,False,False,False,False,1.0,A,0.7804532642756392,0.497457584198248,0.7610450297366185,0.611145901497679,0.6766752289309157,35,Silver,0.7804532634951858,0.4974575836725039,0.7610450289755734,0.611145900710326,0.9999999980000001,0.7804532634951858,0.49745758370079035,0.7610450289755734,0.6111459008865331,0.7124747137930526,0.1752577319578595,0.6534487270602349,0.3018696723700417,0.6232,0.6270218894539094,0.9250696723700417,0.5875521910410398,2,FRAGILE / TRANSITIONAL SYSTEMS,0.35114139010303114,0.559136835217508,CHAOTIC REGION,-0.006758333493316893,0.0031274662948430065,-0.003533398903595164,0.008242634581503384,MIXED TRANSITION FLOW,0.5599413949619649,-0.0013299325910126984,0.004301316345889224,-0.005935414196834225,TRANSITION SLOPE REGION
OMN,Oman,0.6513333733020896,0.6219728920815022,0.5751911639762107,0.435304029798536,True,True,True,True,False,False,False,False,1.0,A,0.6513333733020896,0.6360690060372896,0.5751911639762107,0.47892269853135383,0.5861422788249759,50,Silver,0.6513333726507562,0.6360690053650524,0.5751911634010195,0.478922697914347,0.9999999980000001,0.6513333726507562,0.6360690054012205,0.5751911634010195,0.4789226980524311,0.6010107964007046,0.25257731958632695,0.5942382357112395,0.1781626763401984,0.4695,0.6472379714866863,0.6476626763401984,0.583106091683195,2,STABLE MEDIUM SYSTEMS,0.2872577804444461,0.3932009697105397,CHAOTIC REGION,0.0202092348147338,-0.025501444651602534,0.024426219623448375,0.04068632517454397,UNCERTAINTY EXPANSION FLOW,0.4376558478528646,-0.02176417540455866,0.03138347900824101,-0.030225654135998925,TRANSITION SLOPE REGION
MLT,Malta,0.7284453468786497,0.6159298724988426,0.5751911639762107,0.4503893289071978,True,True,True,True,False,False,False,False,1.0,A,0.7284453468786497,0.6296823678115607,0.5751911639762107,0.4983574273200079,0.6128572254499617,46,Silver,0.7284453461502043,0.6296823671460733,0.5751911634010195,0.4983574266779629,0.9999999980000001,0.7284453461502043,0.6296823671818783,0.5751911634010195,0.4983574268216504,0.6339021646844499,0.2319587628854023,0.611746684772715,0.2114132723011927,0.5244,0.6401692546573693,0.7358132723011926,0.5819935008807838,2,FRAGILE / TRANSITIONAL SYSTEMS,0.34383725817510774,0.44711838433555745,CHAOTIC REGION,-0.018412447867717008,0.024143181950126547,-0.02389352100072406,0.03863692297492587,MIXED TRANSITION FLOW,0.5383765121764832,0.02545271630480772,-0.012505348122057391,0.011833869453743984,TRANSITION SLOPE REGION
GHA,Ghana,0.5177079893507044,0.4831825899719507,0.6282922684791844,0.3350681388628944,True,True,True,True,False,False,False,False,1.0,A,0.5177079893507044,0.48938679912258043,0.6282922684791844,0.3497865547140429,0.4977094624280342,84,Bronze,0.5177079888329964,0.4893867986053661,0.6282922678508921,0.34978655426340505,0.9999999980000001,0.5177079888329964,0.48938679863319356,0.6282922678508921,0.3497865543642563,0.49213255781346266,0.42783505154418644,0.5354831660537861,0.07375633806450553,0.3075,0.6734825247572378,0.38125633806450554,0.581196566901253,1,STABLE MEDIUM SYSTEMS,0.1293903318755146,0.22766193721469347,TRANSITIONAL FIELD,0.06514550588670848,-0.015443200412147973,0.013923055917740262,0.06838333760715003,UNCERTAINTY EXPANSION FLOW,0.1412873195007519,-0.025350363127894154,0.034855183043896044,-0.027881059983545193,WEAK FIELD ZONE
ROU,Romania,0.6618152681024874,0.5630706906556661,0.9380841121495328,0.3381785657104029,True,True,True,True,False,False,False,False,1.0,A,0.6618152681024874,0.5738175031155895,0.9380841121495328,0.353793787302727,0.636277555916929,42,Silver,0.6618152674406721,0.5738175025091435,0.9380841112114486,0.35379378684692653,0.9999999980000001,0.6618152674406721,0.573817502541772,0.9380841112114486,0.35379378694893315,0.6627372106805957,0.21134020618447763,0.62991806827419,0.2627684059228741,0.5982,0.6311968243086065,0.860968405922874,0.5708718295237666,2,FRAGILE / TRANSITIONAL SYSTEMS,0.3616823099811914,0.525310038625831,CHAOTIC REGION,-0.002781500470138032,-0.02683773861666089,0.03228737606393961,0.042077019999232954,UNCERTAINTY EXPANSION FLOW,0.6241836544014533,0.011493016474238208,0.029314407470403186,-0.03528486139810092,TRANSITION SLOPE REGION
HRV,Croatia,0.535914930118766,0.5810184233716522,0.8318819031435853,0.3765200018275658,True,True,True,True,False,False,False,False,1.0,A,0.535914930118766,0.5927857811860427,0.8318819031435853,0.4031899183928097,0.5880995906569371,48,Silver,0.535914929582851,0.5927857805595499,0.8318819023117033,0.4031899178733711,0.9999999980000001,0.535914929582851,0.5927857805932569,0.8318819023117033,0.4031899179896198,0.6034206333064223,0.24226804123586462,0.5975667030315631,0.15833771530080343,0.5516,0.6421749565099155,0.7099377153008034,0.5682510705863383,2,STABLE MEDIUM SYSTEMS,0.34747246433905166,0.43504397080290347,CHAOTIC REGION,0.005510902181086408,0.00689338386658811,-0.0065093659503623336,0.010966340732321639,UPWARD STABILITY GAIN FLOW,0.5279735604731806,0.0072799941637803345,-0.00476967453255724,0.004450999092531438,TRANSITION SLOPE REGION
KOR,Republic of Korea,0.9183507486626918,0.7523304073788578,0.615016992353441,0.5588750506231096,True,True,False,True,False,False,True,False,0.75,B,0.9183507486626918,0.7738389203692086,0.615016992353441,0.638122012947583,0.7435577599979053,23,Gold,0.918350747744341,0.7738389195513676,0.615016991738424,0.6381220121254761,0.49999999900000003,0.918350747744341,0.7738389195953697,0.615016991738424,0.6381220123094609,0.7948203007767796,0.11340206185508556,0.6635345185617335,0.4650521834399279,0.6108,0.6181562748104628,1.075852183439928,0.5573569023322996,0,FRAGILE / TRANSITIONAL SYSTEMS,0.2743956292060303,0.656168382466687,CHAOTIC REGION,-0.022917891302705162,0.02396489430839885,-0.0326444706594099,0.04653178876433196,MIXED TRANSITION FLOW,0.4910053354861909,0.02193423512768126,-0.03267868772376955,0.04408726903730246,TRANSITION SLOPE REGION
HUN,Hungary,0.7380445172095522,0.555070976174037,0.9468988954970264,0.3087459909887522,True,True,True,True,False,False,False,False,1.0,A,0.7380445172095522,0.565362908255448,0.9468988954970264,0.3158751419283948,0.6501794461703106,38,Silver,0.7380445164715076,0.5653629076579374,0.9468988945501274,0.3158751415214458,0.9999999980000001,0.7380445164715076,0.565362907690085,0.9468988945501274,0.3158751416125196,0.6798531794520447,0.190721649483553,0.6366307043146233,0.3501935399897059,0.6034,0.6252464318214511,0.953593539989706,0.5527335385958253,2,FRAGILE / TRANSITIONAL SYSTEMS,0.382505774176282,0.5852190485004487,CHAOTIC REGION,-0.012701850956711946,0.018510222357361716,-0.022838379955460453,0.03202431807916408,MIXED TRANSITION FLOW,0.6224493830516165,2.7303197070079516e-05,-0.010219212293188562,0.012214656660423595,TRANSITION SLOPE REGION
JOR,Jordan,0.6523785054045246,0.5474503285051612,0.9468988954970264,0.3433287020041328,True,True,True,True,False,False,False,False,1.0,A,0.6523785054045246,0.5573089347342446,0.9468988954970264,0.3604288232653731,0.6340072682588062,43,Silver,0.652378504752146,0.557308934145246,0.9468988945501274,0.36042882280102456,0.9999999980000001,0.652378504752146,0.5573089341769356,0.9468988945501274,0.36042882290494427,0.6599420388046571,0.2164948453597088,0.6282242904360966,0.27336990128641825,0.6492,0.6271798324680217,0.9225699012864182,0.5492158091572434,2,FRAGILE / TRANSITIONAL SYSTEMS,0.4008540144224796,0.5677219358335378,CHAOTIC REGION,0.0014807894403116029,0.0018822421191300731,-0.00199555344408342,0.0031173396205352436,UPWARD STABILITY GAIN FLOW,0.6484526957249053,0.00863540770821162,-0.005233248785357543,0.00610129878070755,TRANSITION SLOPE REGION
AZE,Azerbaijan,0.5773847984929369,0.4373378402041625,0.7610450297366185,0.3885216544056938,True,True,True,True,False,False,False,False,1.0,A,0.5773847984929369,0.4409352216767454,0.7610450297366185,0.4186519162750817,0.5563267203861552,62,Silver,0.5773847979155521,0.44093522121073775,0.7610450289755734,0.4186519157357231,0.9999999980000001,0.5773847979155521,0.4409352212358102,0.7610450289755734,0.41865191585642975,0.5643019634405225,0.3144329896891009,0.5704335344500522,0.1604974475860705,0.5461,0.6424379368434691,0.7065974475860706,0.5272542224519315,2,STABLE MEDIUM SYSTEMS,0.35850447452587875,0.4437860285330285,CHAOTIC REGION,0.02603622774622716,0.0022796518580625036,-0.0019274440865938436,0.026206812254723433,UPWARD STABILITY GAIN FLOW,0.5924057432642663,-0.023204563084751568,0.008966181768437664,-0.009742573023442983,TRANSITION SLOPE REGION
CHN,China,0.8760530990345821,0.5099983935756449,0.6903143585386576,0.8089251899969584,True,True,True,True,False,False,False,False,1.0,A,0.8760530990345821,0.5177274050078283,0.6903143585386576,0.9602672092271544,0.7790068026533933,15,Gold,0.8760530981585289,0.5177274044606618,0.6903143578483433,0.9602672079900206,0.9999999980000001,0.8760530981585289,0.5177274044901009,0.6903143578483433,0.960267208266887,0.8384650638996582,0.07216494845323626,0.7272140134158462,0.7056666691996617,0.8102,0.5980814141478675,1.5158666691996618,0.5268263695667588,0,FRAGILE / TRANSITIONAL SYSTEMS,0.062303804506295114,0.9194767430581704,CHAOTIC REGION,-0.0213868321533206,0.05328012522349716,-0.09583715059339104,0.11171807269751013,MIXED TRANSITION FLOW,0.03288948040202796,0.06402084704728561,-0.057906410827634446,0.10524397454037594,WEAK FIELD ZONE
ISR,Israel,0.8330814494352046,0.7102983445158382,0.615016992353441,0.3721529253472198,True,True,False,True,False,False,True,False,0.75,B,0.8330814494352046,0.7294168271233924,0.615016992353441,0.3975637159301683,0.6489529773261422,39,Silver,0.8330814486021231,0.7294168263524994,0.615016991738424,0.3975637154179781,0.49999999900000003,0.8330814486021231,0.7294168263939755,0.615016991738424,0.39756371553260456,0.6783431544084476,0.19587628865878415,0.5931252187677621,0.2708322692119875,0.6121,0.629736496491669,0.8829322692119874,0.5070260271989621,2,STABLE MEDIUM SYSTEMS,0.4449623959965994,0.5551989499128165,CHAOTIC REGION,0.002917211810059772,-0.007161878033948632,0.009045176759974627,0.011900329589431262,UNCERTAINTY EXPANSION FLOW,0.754083268303212,-0.01230040875018775,0.009632945381039685,-0.011975984877283519,CHAOTIC ENERGY PEAK
